Date,team,opponent,opponent_rank
2016-09-18,Detroit,Tennessee,31
2016-09-18,Cleveland,Baltimore,14
2016-09-18,Miami,New England,1
2016-09-18,Washington,Dallas,26
2016-09-18,San Francisco,Carolina,8
2016-09-18,New Orleans,NY Giants,20
2016-09-18,Tampa Bay,Arizona,2
2016-09-18,Seattle,LA Rams,29
2016-09-18,Indianapolis,Denver,9
2016-09-18,Las Vegas,Atlanta,27
2016-09-18,Jacksonville,LA Chargers,16
2016-09-18,Green Bay,Minnesota,10
2016-09-25,Chicago,Philadelphia,18
2016-09-25,Houston,New England,1
2016-09-25,NY Giants,Washington,30
2016-09-25,Tennessee,Las Vegas,17
2016-09-25,Detroit,Green Bay,6
2016-09-25,Jacksonville,Baltimore,13
2016-09-25,Cleveland,Miami,16
2016-09-25,Arizona,Buffalo,14
2016-09-25,Carolina,Minnesota,10
2016-09-25,Cincinnati,Denver,9
2016-09-25,Tampa Bay,LA Rams,24
2016-09-25,San Francisco,Seattle,4
2016-09-25,Pittsburgh,Philadelphia,18
2016-09-25,LA Chargers,Indianapolis,20
2016-09-25,NY Jets,Kansas City,7
2016-09-25,Chicago,Dallas,23
2016-10-02,New Orleans,Atlanta,18
2016-10-02,Miami,Cincinnati,10
2016-10-02,Indianapolis,Jacksonville,27
2016-10-02,Detroit,Chicago,30
2016-10-02,New England,Buffalo,12
2016-10-02,Baltimore,Las Vegas,16
2016-10-02,Tennessee,Houston,15
2016-10-02,NY Jets,Seattle,3
2016-10-02,Carolina,Atlanta,18
2016-10-02,Cleveland,Washington,29
2016-10-02,Tampa Bay,Denver,5
2016-10-02,Arizona,LA Rams,23
2016-10-02,LA Chargers,New Orleans,26
2016-10-02,San Francisco,Dallas,21
2016-10-02,Kansas City,Pittsburgh,8
2016-10-09,NY Giants,Minnesota,7
2016-10-09,San Francisco,Arizona,3
2016-10-09,NY Jets,Pittsburgh,5
2016-10-09,Cleveland,New England,2
2016-10-09,Miami,Tennessee,31
2016-10-09,Philadelphia,Detroit,23
2016-10-09,Chicago,Indianapolis,22
2016-10-09,Baltimore,Washington,28
2016-10-09,Houston,Minnesota,7
2016-10-09,Denver,Atlanta,13
2016-10-09,LA Rams,Buffalo,10
2016-10-09,LA Chargers,Las Vegas,14
2016-10-09,Cincinnati,Dallas,19
2016-10-09,NY Giants,Green Bay,6
2016-10-16,Carolina,Tampa Bay,29
2016-10-16,Denver,LA Chargers,14
2016-10-16,San Francisco,Buffalo,8
2016-10-16,LA Rams,Detroit,21
2016-10-16,Chicago,Jacksonville,27
2016-10-16,Cincinnati,New England,1
2016-10-16,Baltimore,NY Giants,23
2016-10-16,Cleveland,Tennessee,30
2016-10-16,Pittsburgh,Miami,24
2016-10-16,Philadelphia,Washington,26
2016-10-16,Carolina,New Orleans,25
2016-10-16,Las Vegas,Kansas City,9
2016-10-16,Green Bay,Dallas,16
2016-10-16,Atlanta,Seattle,2
2016-10-16,Indianapolis,Houston,18
2016-10-23,NY Jets,Arizona,2
2016-10-23,Chicago,Green Bay,9
2016-10-23,LA Rams,NY Giants,23
2016-10-23,Minnesota,Philadelphia,14
2016-10-23,Jacksonville,Las Vegas,16
2016-10-23,Tennessee,Indianapolis,21
2016-10-23,Buffalo,Miami,20
2016-10-23,Washington,Detroit,22
2016-10-23,Cleveland,Cincinnati,11
2016-10-23,New Orleans,Kansas City,7
2016-10-23,Baltimore,NY Jets,25
2016-10-23,Atlanta,LA Chargers,15
2016-10-23,San Francisco,Tampa Bay,28
2016-10-23,Pittsburgh,New England,1
2016-10-23,Arizona,Seattle,3
2016-10-30,Houston,Denver,4
2016-10-30,Jacksonville,Tennessee,28
2016-10-30,Cincinnati,Washington,26
2016-10-30,Arizona,Carolina,12
2016-10-30,Buffalo,New England,1
2016-10-30,Tampa Bay,Las Vegas,16
2016-10-30,Cleveland,NY Jets,25
2016-10-30,Indianapolis,Kansas City,7
2016-10-30,Seattle,New Orleans,24
2016-10-30,Detroit,Houston,21
2016-10-30,LA Chargers,Denver,4
2016-10-30,Green Bay,Atlanta,13
2016-10-30,Philadelphia,Dallas,14
2016-11-06,Minnesota,Chicago,28
2016-11-06,Tampa Bay,Atlanta,11
2016-11-06,Pittsburgh,Baltimore,18
2016-11-06,NY Jets,Miami,17
2016-11-06,Philadelphia,NY Giants,21
2016-11-06,Jacksonville,Kansas City,4
2016-11-06,Minnesota,Detroit,23
2016-11-06,Cleveland,Dallas,13
2016-11-06,San Francisco,New Orleans,20
2016-11-06,LA Rams,Carolina,10
2016-11-06,Green Bay,Indianapolis,22
2016-11-06,Tennessee,LA Chargers,15
2016-11-06,Denver,Las Vegas,16
2016-11-13,Buffalo,Seattle,3
2016-11-13,Cleveland,Baltimore,17
2016-11-13,Carolina,Kansas City,4
2016-11-13,Jacksonville,Houston,23
2016-11-13,Minnesota,Washington,26
2016-11-13,Chicago,Tampa Bay,27
2016-11-13,Green Bay,Tennessee,30
2016-11-13,NY Jets,LA Rams,24
2016-11-13,New Orleans,Denver,5
2016-11-13,Atlanta,Philadelphia,16
2016-11-13,LA Chargers,Miami,21
2016-11-13,San Francisco,Arizona,2
2016-11-13,Pittsburgh,Dallas,9
2016-11-13,New England,Seattle,3
2016-11-20,Cincinnati,NY Giants,20
2016-11-20,New Orleans,Carolina,9
2016-11-20,Cincinnati,Buffalo,6
2016-11-20,Jacksonville,Detroit,23
2016-11-20,Chicago,NY Giants,20
2016-11-20,Arizona,Minnesota,12
2016-11-20,Baltimore,Dallas,8
2016-11-20,Kansas City,Tampa Bay,27
2016-11-20,Tennessee,Indianapolis,22
2016-11-20,Cleveland,Pittsburgh,7
2016-11-20,LA Rams,Miami,19
2016-11-20,San Francisco,New England,1
2016-11-20,Philadelphia,Seattle,2
2016-11-20,Green Bay,Washington,25
2016-11-27,Houston,Las Vegas,11
2016-11-27,Minnesota,Detroit,22
2016-11-27,Washington,Dallas,8
2016-11-27,Indianapolis,Pittsburgh,4
2016-11-27,Arizona,Atlanta,9
2016-11-27,Houston,LA Chargers,15
2016-11-27,Cincinnati,Baltimore,19
2016-11-27,San Francisco,Miami,17
2016-11-27,LA Rams,New Orleans,18
2016-11-27,Jacksonville,Buffalo,7
2016-11-27,Chicago,Tennessee,28
2016-11-27,Cleveland,NY Giants,21
2016-11-27,Seattle,Tampa Bay,26
2016-11-27,Carolina,Las Vegas,11
2016-11-27,NY Jets,New England,1
2016-11-27,Denver,Kansas City,6
2016-12-04,Philadelphia,Green Bay,13
2016-12-04,Minnesota,Dallas,7
2016-12-04,Miami,Baltimore,18
2016-12-04,LA Rams,New England,1
2016-12-04,Jacksonville,Denver,5
2016-12-04,New Orleans,Detroit,22
2016-12-04,San Francisco,Chicago,30
2016-12-04,Houston,Green Bay,13
2016-12-04,Atlanta,Kansas City,3
2016-12-04,Philadelphia,Cincinnati,15
2016-12-04,Buffalo,Las Vegas,10
2016-12-04,Washington,Arizona,6
2016-12-04,NY Giants,Pittsburgh,4
2016-12-04,LA Chargers,Tampa Bay,23
2016-12-04,Carolina,Seattle,2
2016-12-11,NY Jets,Indianapolis,23
2016-12-11,Las Vegas,Kansas City,5
2016-12-11,Indianapolis,Houston,26
2016-12-11,LA Chargers,Carolina,20
2016-12-11,Cleveland,Cincinnati,14
2016-12-11,Jacksonville,Minnesota,11
2016-12-11,Arizona,Miami,24
2016-12-11,Buffalo,Pittsburgh,6
2016-12-11,Denver,Tennessee,25
2016-12-11,Philadelphia,Washington,19
2016-12-11,Chicago,Detroit,18
2016-12-11,San Francisco,NY Jets,28
2016-12-11,LA Rams,Atlanta,7
2016-12-11,New Orleans,Tampa Bay,22
2016-12-11,Seattle,Green Bay,16
2016-12-11,Dallas,NY Giants,21
2016-12-18,Baltimore,New England,1
2016-12-18,LA Rams,Seattle,4
2016-12-18,NY Jets,Miami,23
2016-12-18,Cleveland,Buffalo,12
2016-12-18,Philadelphia,Baltimore,13
2016-12-18,Chicago,Green Bay,9
2016-12-18,Minnesota,Indianapolis,24
2016-12-18,Detroit,NY Giants,21
2016-12-18,Jacksonville,Houston,25
2016-12-18,Cincinnati,Pittsburgh,3
2016-12-18,Kansas City,Tennessee,26
2016-12-18,Arizona,New Orleans,19
2016-12-18,San Francisco,Atlanta,2
2016-12-18,Denver,New England,1
2016-12-18,LA Chargers,Las Vegas,8
2016-12-18,Tampa Bay,Dallas,5
2016-12-25,Washington,Carolina,18
2016-12-25,NY Giants,Philadelphia,14
2016-12-25,Carolina,Atlanta,2
2016-12-25,NY Jets,New England,1
2016-12-25,Minnesota,Green Bay,9
2016-12-25,Buffalo,Miami,23
2016-12-25,Chicago,Washington,16
2016-12-25,Tennessee,Jacksonville,27
2016-12-25,LA Chargers,Cleveland,32
2016-12-25,Indianapolis,Las Vegas,8
2016-12-25,LA Rams,San Francisco,31
2016-12-25,Tampa Bay,New Orleans,15
2016-12-25,Seattle,Arizona,10
2016-12-25,Cincinnati,Houston,25
2016-12-25,Baltimore,Pittsburgh,3
2016-12-25,Denver,Kansas City,6
2017-01-01,Detroit,Dallas,4
2017-01-01,Miami,New England,1
2017-01-01,Buffalo,NY Jets,30
2017-01-01,Carolina,Tampa Bay,22
2017-01-01,Chicago,Minnesota,21
2017-01-01,Houston,Tennessee,26
2017-01-01,Cleveland,Pittsburgh,3
2017-01-01,Jacksonville,Indianapolis,17
2017-01-01,Dallas,Philadelphia,14
2017-01-01,Baltimore,Cincinnati,13
2017-01-01,LA Rams,Arizona,10
2017-01-01,Washington,NY Giants,19
2017-01-01,Las Vegas,Denver,8
2017-01-01,LA Chargers,Kansas City,5
2017-01-01,New Orleans,Atlanta,2
2017-01-01,San Francisco,Seattle,6
2017-01-01,Detroit,Green Bay,9
2017-01-08,Las Vegas,Houston,24
2017-01-08,Detroit,Seattle,4
2017-01-08,Miami,Pittsburgh,5
2017-01-08,NY Giants,Green Bay,9
2017-01-15,Seattle,Atlanta,2
2017-01-15,Houston,New England,1
2017-01-15,Dallas,Green Bay,7
2017-01-15,Kansas City,Pittsburgh,4
2017-01-22,Green Bay,Atlanta,2
2017-01-22,Pittsburgh,New England,1
2017-02-05,Atlanta,New England,1
2015-09-13,Pittsburgh,New England,2
2015-09-13,Seattle,LA Rams,16
2015-09-13,Chicago,Green Bay,4
2015-09-13,Houston,Kansas City,7
2015-09-13,Washington,Miami,8
2015-09-13,Indianapolis,Buffalo,17
2015-09-13,Jacksonville,Carolina,19
2015-09-13,Cleveland,NY Jets,20
2015-09-13,New Orleans,Arizona,15
2015-09-13,Detroit,LA Chargers,12
2015-09-13,Baltimore,Denver,3
2015-09-13,Tampa Bay,Tennessee,31
2015-09-13,Las Vegas,Cincinnati,11
2015-09-13,NY Giants,Dallas,10
2015-09-20,Philadelphia,Atlanta,25
2015-09-20,Minnesota,San Francisco,22
2015-09-20,Kansas City,Denver,1
2015-09-20,Chicago,Arizona,15
2015-09-20,San Francisco,Pittsburgh,12
2015-09-20,Tennessee,Cleveland,28
2015-09-20,NY Giants,Atlanta,25
2015-09-20,New Orleans,Tampa Bay,32
2015-09-20,Buffalo,New England,2
2015-09-20,Houston,Carolina,18
2015-09-20,Detroit,Minnesota,19
2015-09-20,LA Chargers,Cincinnati,6
2015-09-20,LA Rams,Washington,29
2015-09-20,Baltimore,Las Vegas,30
2015-09-20,Miami,Jacksonville,31
2015-09-20,Philadelphia,Dallas,13
2015-09-20,Seattle,Green Bay,4
2015-09-27,Indianapolis,NY Jets,11
2015-09-27,Washington,NY Giants,21
2015-09-27,LA Rams,Pittsburgh,6
2015-09-27,LA Chargers,Minnesota,18
2015-09-27,Baltimore,Cincinnati,5
2015-09-27,Cleveland,Las Vegas,30
2015-09-27,Dallas,Atlanta,23
2015-09-27,New Orleans,Carolina,17
2015-09-27,Tennessee,Indianapolis,10
2015-09-27,NY Jets,Philadelphia,15
2015-09-27,Tampa Bay,Houston,22
2015-09-27,Jacksonville,New England,1
2015-09-27,San Francisco,Arizona,8
2015-09-27,Miami,Buffalo,16
2015-09-27,Chicago,Seattle,4
2015-09-27,Detroit,Denver,3
2015-10-04,Kansas City,Green Bay,3
2015-10-04,Pittsburgh,Baltimore,12
2015-10-04,Miami,NY Jets,14
2015-10-04,Las Vegas,Chicago,30
2015-10-04,Houston,Atlanta,19
2015-10-04,Buffalo,NY Giants,20
2015-10-04,Jacksonville,Indianapolis,11
2015-10-04,Kansas City,Cincinnati,6
2015-10-04,Tampa Bay,Carolina,17
2015-10-04,Philadelphia,Washington,29
2015-10-04,Cleveland,LA Chargers,16
2015-10-04,Arizona,LA Rams,21
2015-10-04,Minnesota,Denver,2
2015-10-04,San Francisco,Green Bay,3
2015-10-04,Dallas,New Orleans,24
2015-10-11,Detroit,Seattle,4
2015-10-11,Houston,Indianapolis,11
2015-10-11,Washington,Atlanta,16
2015-10-11,LA Rams,Green Bay,2
2015-10-11,Kansas City,Chicago,30
2015-10-11,Jacksonville,Tampa Bay,32
2015-10-11,Baltimore,Cleveland,25
2015-10-11,Tennessee,Buffalo,14
2015-10-11,Seattle,Cincinnati,5
2015-10-11,New Orleans,Philadelphia,9
2015-10-11,Detroit,Arizona,6
2015-10-11,Dallas,New England,1
2015-10-11,Las Vegas,Denver,3
2015-10-11,San Francisco,NY Giants,18
2015-10-18,LA Chargers,Pittsburgh,7
2015-10-18,Atlanta,New Orleans,23
2015-10-18,Washington,NY Jets,9
2015-10-18,Chicago,Detroit,22
2015-10-18,Jacksonville,Houston,25
2015-10-18,Cleveland,Denver,3
2015-10-18,Kansas City,Minnesota,11
2015-10-18,Buffalo,Cincinnati,6
2015-10-18,Tennessee,Miami,21
2015-10-18,Arizona,Pittsburgh,7
2015-10-18,Seattle,Carolina,15
2015-10-18,Baltimore,San Francisco,29
2015-10-18,LA Chargers,Green Bay,2
2015-10-18,Indianapolis,New England,1
2015-10-25,NY Giants,Philadelphia,8
2015-10-25,San Francisco,Seattle,4
2015-10-25,Buffalo,Jacksonville,32
2015-10-25,Cleveland,LA Rams,20
2015-10-25,NY Jets,New England,1
2015-10-25,Tennessee,Atlanta,18
2015-10-25,Detroit,Minnesota,11
2015-10-25,Houston,Miami,15
2015-10-25,Indianapolis,New Orleans,23
2015-10-25,Pittsburgh,Kansas City,14
2015-10-25,Tampa Bay,Washington,26
2015-10-25,LA Chargers,Las Vegas,27
2015-10-25,Dallas,NY Giants,21
2015-10-25,Philadelphia,Carolina,10
2015-11-01,Baltimore,Arizona,6
2015-11-01,Miami,New England,1
2015-11-01,Detroit,Kansas City,12
2015-11-01,San Francisco,LA Rams,16
2015-11-01,Chicago,Minnesota,11
2015-11-01,Pittsburgh,Cincinnati,5
2015-11-01,LA Chargers,Baltimore,13
2015-11-01,Tennessee,Houston,24
2015-11-01,Cleveland,Arizona,6
2015-11-01,Atlanta,Tampa Bay,31
2015-11-01,NY Giants,New Orleans,22
2015-11-01,NY Jets,Las Vegas,25
2015-11-01,Dallas,Seattle,4
2015-11-01,Green Bay,Denver,3
2015-11-08,Indianapolis,Carolina,10
2015-11-08,Cleveland,Cincinnati,4
2015-11-08,LA Rams,Minnesota,11
2015-11-08,Jacksonville,NY Jets,12
2015-11-08,Washington,New England,1
2015-11-08,Miami,Buffalo,17
2015-11-08,New Orleans,Tennessee,31
2015-11-08,Las Vegas,Pittsburgh,7
2015-11-08,Green Bay,Carolina,10
2015-11-08,Atlanta,San Francisco,29
2015-11-08,Tampa Bay,NY Giants,21
2015-11-08,Denver,Indianapolis,15
2015-11-08,Dallas,Philadelphia,9
2015-11-15,LA Chargers,Chicago,26
2015-11-15,NY Jets,Buffalo,13
2015-11-15,LA Rams,Chicago,26
2015-11-15,Tennessee,Carolina,10
2015-11-15,Green Bay,Detroit,25
2015-11-15,Cleveland,Pittsburgh,9
2015-11-15,Philadelphia,Miami,18
2015-11-15,Dallas,Tampa Bay,31
2015-11-15,Baltimore,Jacksonville,32
2015-11-15,New Orleans,Washington,28
2015-11-15,Las Vegas,Minnesota,11
2015-11-15,Denver,Kansas City,8
2015-11-15,NY Giants,New England,1
2015-11-15,Seattle,Arizona,6
2015-11-22,Cincinnati,Houston,22
2015-11-22,Tennessee,Jacksonville,30
2015-11-22,Philadelphia,Tampa Bay,31
2015-11-22,Chicago,Denver,2
2015-11-22,Atlanta,Indianapolis,13
2015-11-22,Washington,Carolina,8
2015-11-22,LA Rams,Baltimore,17
2015-11-22,Las Vegas,Detroit,26
2015-11-22,Miami,Dallas,20
2015-11-22,NY Jets,Houston,22
2015-11-22,LA Chargers,Kansas City,7
2015-11-22,Minnesota,Green Bay,5
2015-11-22,San Francisco,Seattle,4
2015-11-22,Cincinnati,Arizona,3
2015-11-29,Buffalo,New England,1
2015-11-29,Philadelphia,Detroit,22
2015-11-29,Dallas,Carolina,8
2015-11-29,Green Bay,Chicago,23
2015-11-29,Atlanta,Minnesota,10
2015-11-29,Tennessee,Las Vegas,25
2015-11-29,New Orleans,Houston,21
2015-11-29,LA Rams,Cincinnati,7
2015-11-29,Tampa Bay,Indianapolis,11
2015-11-29,Miami,NY Jets,13
2015-11-29,Buffalo,Kansas City,6
2015-11-29,NY Giants,Washington,27
2015-11-29,Jacksonville,LA Chargers,24
2015-11-29,San Francisco,Arizona,3
2015-11-29,Pittsburgh,Seattle,4
2015-11-29,New England,Denver,2
2015-12-06,Cleveland,Baltimore,14
2015-12-06,Detroit,Green Bay,6
2015-12-06,LA Rams,Arizona,7
2015-12-06,Minnesota,Seattle,4
2015-12-06,Chicago,San Francisco,29
2015-12-06,Jacksonville,Tennessee,32
2015-12-06,Houston,Buffalo,12
2015-12-06,Baltimore,Miami,19
2015-12-06,Atlanta,Tampa Bay,28
2015-12-06,NY Giants,NY Jets,13
2015-12-06,Cleveland,Cincinnati,3
2015-12-06,LA Chargers,Denver,2
2015-12-06,Las Vegas,Kansas City,5
2015-12-06,New England,Philadelphia,16
2015-12-06,New Orleans,Carolina,8
2015-12-06,Indianapolis,Pittsburgh,9
2015-12-13,Washington,Dallas,18
2015-12-13,Minnesota,Arizona,5
2015-12-13,Buffalo,Philadelphia,13
2015-12-13,Indianapolis,Jacksonville,30
2015-12-13,Tampa Bay,New Orleans,27
2015-12-13,Tennessee,NY Jets,12
2015-12-13,Detroit,LA Rams,22
2015-12-13,Cincinnati,Pittsburgh,9
2015-12-13,Baltimore,Seattle,2
2015-12-13,Chicago,Washington,26
2015-12-13,San Francisco,Cleveland,32
2015-12-13,Atlanta,Carolina,8
2015-12-13,LA Chargers,Kansas City,6
2015-12-13,Denver,Las Vegas,25
2015-12-13,Dallas,Green Bay,7
2015-12-13,Houston,New England,1
2015-12-20,Miami,NY Giants,14
2015-12-20,Tampa Bay,LA Rams,18
2015-12-20,Dallas,NY Jets,10
2015-12-20,Tennessee,New England,1
2015-12-20,NY Giants,Carolina,6
2015-12-20,Chicago,Minnesota,11
2015-12-20,Indianapolis,Houston,17
2015-12-20,Jacksonville,Atlanta,25
2015-12-20,Baltimore,Kansas City,7
2015-12-20,Buffalo,Washington,26
2015-12-20,Las Vegas,Green Bay,5
2015-12-20,Cleveland,Seattle,2
2015-12-20,Miami,LA Chargers,22
2015-12-20,Denver,Pittsburgh,9
2015-12-20,San Francisco,Cincinnati,3
2015-12-20,Philadelphia,Arizona,4
2015-12-27,New Orleans,Detroit,17
2015-12-27,LA Chargers,Las Vegas,25
2015-12-27,Philadelphia,Washington,24
2015-12-27,Miami,Indianapolis,20
2015-12-27,Carolina,Atlanta,23
2015-12-27,Dallas,Buffalo,12
2015-12-27,Pittsburgh,Baltimore,15
2015-12-27,Tennessee,Houston,16
2015-12-27,New England,NY Jets,11
2015-12-27,San Francisco,Detroit,17
2015-12-27,Tampa Bay,Chicago,26
2015-12-27,Cleveland,Kansas City,4
2015-12-27,Jacksonville,New Orleans,27
2015-12-27,Green Bay,Arizona,3
2015-12-27,Seattle,LA Rams,18
2015-12-27,NY Giants,Minnesota,10
2016-01-03,Cincinnati,Denver,6
2016-01-03,Chicago,Detroit,15
2016-01-03,Cleveland,Pittsburgh,9
2016-01-03,New England,Miami,24
2016-01-03,Tennessee,Indianapolis,18
2016-01-03,Atlanta,New Orleans,27
2016-01-03,NY Jets,Buffalo,12
2016-01-03,Jacksonville,Houston,13
2016-01-03,Baltimore,Cincinnati,4
2016-01-03,NY Giants,Philadelphia,17
2016-01-03,Dallas,Washington,26
2016-01-03,Arizona,Seattle,3
2016-01-03,LA Chargers,Denver,6
2016-01-03,LA Rams,San Francisco,28
2016-01-03,Tampa Bay,Carolina,8
2016-01-03,Las Vegas,Kansas City,5
2016-01-03,Green Bay,Minnesota,10
2016-01-10,Houston,Kansas City,4
2016-01-10,Cincinnati,Pittsburgh,7
2016-01-10,Minnesota,Seattle,1
2016-01-10,Washington,Green Bay,9
2016-01-17,Kansas City,New England,2
2016-01-17,Green Bay,Arizona,3
2016-01-17,Seattle,Carolina,6
2016-01-17,Pittsburgh,Denver,8
2016-01-24,New England,Denver,7
2016-01-24,Arizona,Carolina,6
2016-02-07,Carolina,Denver,7
2014-09-07,Green Bay,Seattle,1
2014-09-07,Chicago,Buffalo,29
2014-09-07,LA Rams,Minnesota,25
2014-09-07,Cleveland,Pittsburgh,16
2014-09-07,Kansas City,Tennessee,26
2014-09-07,Las Vegas,NY Jets,30
2014-09-07,Baltimore,Cincinnati,6
2014-09-07,Jacksonville,Philadelphia,14
2014-09-07,New Orleans,Atlanta,17
2014-09-07,New England,Miami,18
2014-09-07,Washington,Houston,15
2014-09-07,Dallas,San Francisco,3
2014-09-07,Tampa Bay,Carolina,7
2014-09-07,Indianapolis,Denver,2
2014-09-14,NY Giants,Detroit,9
2014-09-14,LA Chargers,Arizona,13
2014-09-14,Pittsburgh,Baltimore,10
2014-09-14,Miami,Buffalo,25
2014-09-14,Tennessee,Dallas,22
2014-09-14,New Orleans,Cleveland,26
2014-09-14,NY Giants,Arizona,13
2014-09-14,Detroit,Carolina,7
2014-09-14,Jacksonville,Washington,24
2014-09-14,Minnesota,New England,4
2014-09-14,Atlanta,Cincinnati,6
2014-09-14,Seattle,LA Chargers,11
2014-09-14,Tampa Bay,LA Rams,29
2014-09-14,NY Jets,Green Bay,8
2014-09-14,Las Vegas,Houston,14
2014-09-14,Kansas City,Denver,2
2014-09-14,San Francisco,Chicago,23
2014-09-21,Indianapolis,Philadelphia,15
2014-09-21,Tampa Bay,Atlanta,12
2014-09-21,LA Rams,Dallas,17
2014-09-21,Buffalo,LA Chargers,8
2014-09-21,Green Bay,Detroit,14
2014-09-21,Tennessee,Cincinnati,5
2014-09-21,Cleveland,Baltimore,13
2014-09-21,Las Vegas,New England,4
2014-09-21,Washington,Philadelphia,15
2014-09-21,Houston,NY Giants,19
2014-09-21,Jacksonville,Indianapolis,16
2014-09-21,Minnesota,New Orleans,7
2014-09-21,San Francisco,Arizona,10
2014-09-21,Denver,Seattle,1
2014-09-21,Miami,Kansas City,27
2014-09-21,Carolina,Pittsburgh,22
2014-09-28,NY Jets,Chicago,19
2014-09-28,Washington,NY Giants,9
2014-09-28,Chicago,Green Bay,15
2014-09-28,Buffalo,Houston,16
2014-09-28,Carolina,Baltimore,13
2014-09-28,NY Jets,Detroit,11
2014-09-28,Tennessee,Indianapolis,12
2014-09-28,Pittsburgh,Tampa Bay,30
2014-09-28,Las Vegas,Miami,25
2014-09-28,Jacksonville,LA Chargers,7
2014-09-28,Philadelphia,San Francisco,4
2014-09-28,Atlanta,Minnesota,22
2014-09-28,New Orleans,Dallas,20
2014-10-05,New England,Kansas City,18
2014-10-05,Minnesota,Green Bay,5
2014-10-05,Tennessee,Cleveland,24
2014-10-05,Jacksonville,Pittsburgh,20
2014-10-05,LA Rams,Philadelphia,15
2014-10-05,Atlanta,NY Giants,13
2014-10-05,Tampa Bay,New Orleans,12
2014-10-05,Houston,Dallas,14
2014-10-05,Detroit,Buffalo,23
2014-10-05,Chicago,Carolina,19
2014-10-05,Baltimore,Indianapolis,9
2014-10-05,Arizona,Denver,2
2014-10-05,NY Jets,LA Chargers,6
2014-10-05,Kansas City,San Francisco,4
2014-10-05,Cincinnati,New England,10
2014-10-12,Washington,Seattle,2
2014-10-12,Houston,Indianapolis,8
2014-10-12,Pittsburgh,Cleveland,24
2014-10-12,NY Jets,Denver,1
2014-10-12,Minnesota,Detroit,13
2014-10-12,Tampa Bay,Baltimore,9
2014-10-12,Miami,Green Bay,5
2014-10-12,Buffalo,New England,6
2014-10-12,Jacksonville,Tennessee,28
2014-10-12,Carolina,Cincinnati,7
2014-10-12,Las Vegas,LA Chargers,4
2014-10-12,Washington,Arizona,11
2014-10-12,Atlanta,Chicago,23
2014-10-12,Seattle,Dallas,14
2014-10-12,NY Giants,Philadelphia,15
2014-10-19,LA Rams,San Francisco,3
2014-10-19,NY Jets,New England,6
2014-10-19,Seattle,LA Rams,27
2014-10-19,Chicago,Miami,23
2014-10-19,Cincinnati,Indianapolis,8
2014-10-19,Cleveland,Jacksonville,32
2014-10-19,Atlanta,Baltimore,4
2014-10-19,Minnesota,Buffalo,24
2014-10-19,Carolina,Green Bay,5
2014-10-19,Tennessee,Washington,25
2014-10-19,New Orleans,Detroit,11
2014-10-19,LA Chargers,Kansas City,17
2014-10-19,Las Vegas,Arizona,12
2014-10-19,NY Giants,Dallas,13
2014-10-19,San Francisco,Denver,1
2014-10-26,Houston,Pittsburgh,20
2014-10-26,LA Chargers,Denver,1
2014-10-26,Atlanta,Detroit,12
2014-10-26,Baltimore,Cincinnati,13
2014-10-26,Chicago,New England,7
2014-10-26,Jacksonville,Miami,19
2014-10-26,NY Jets,Buffalo,23
2014-10-26,Tampa Bay,Minnesota,25
2014-10-26,Tennessee,Houston,17
2014-10-26,LA Rams,Kansas City,15
2014-10-26,Carolina,Seattle,2
2014-10-26,Philadelphia,Arizona,10
2014-10-26,Las Vegas,Cleveland,24
2014-10-26,Indianapolis,Pittsburgh,20
2014-10-26,Green Bay,New Orleans,14
2014-11-02,Dallas,Washington,26
2014-11-02,Carolina,New Orleans,8
2014-11-02,Jacksonville,Cincinnati,13
2014-11-02,LA Chargers,Miami,18
2014-11-02,Tampa Bay,Cleveland,23
2014-11-02,NY Jets,Kansas City,10
2014-11-02,Washington,Minnesota,25
2014-11-02,Houston,Philadelphia,12
2014-11-02,Dallas,Arizona,11
2014-11-02,San Francisco,LA Rams,27
2014-11-02,Denver,New England,3
2014-11-02,Las Vegas,Seattle,2
2014-11-02,Baltimore,Pittsburgh,19
2014-11-09,NY Giants,Indianapolis,4
2014-11-09,Cincinnati,Cleveland,20
2014-11-09,Buffalo,Kansas City,11
2014-11-09,Miami,Detroit,13
2014-11-09,Pittsburgh,NY Jets,29
2014-11-09,Tennessee,Baltimore,7
2014-11-09,New Orleans,San Francisco,8
2014-11-09,Tampa Bay,Atlanta,23
2014-11-09,Jacksonville,Dallas,16
2014-11-09,Las Vegas,Denver,1
2014-11-09,LA Rams,Arizona,10
2014-11-09,NY Giants,Seattle,3
2014-11-09,Chicago,Green Bay,5
2014-11-16,Carolina,Philadelphia,7
2014-11-16,Buffalo,Miami,12
2014-11-16,Denver,LA Rams,27
2014-11-16,Minnesota,Chicago,26
2014-11-16,New Orleans,Cincinnati,17
2014-11-16,NY Giants,San Francisco,6
2014-11-16,Washington,Tampa Bay,30
2014-11-16,Cleveland,Houston,18
2014-11-16,Carolina,Atlanta,21
2014-11-16,Seattle,Kansas City,11
